date,id,name,odd,supername,hypername
2024-01-28 20:07:08.231796,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-01-28 20:07:08.231796,1948138766,Brooks Danielle,11.0,,Vítěz
2024-01-28 20:07:08.231796,1948138763,Blunt Emily,12.0,,Vítěz
2024-01-28 20:07:08.231796,1948138765,Ferrera America,17.0,,Vítěz
2024-01-28 20:07:08.231796,1948138762,Fosler Jodie,20.0,,Vítěz
2024-01-29 04:07:23.902345,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-01-29 04:07:23.902345,1948138766,Brooks Danielle,11.0,,Vítěz
2024-01-29 04:07:23.902345,1948138763,Blunt Emily,12.0,,Vítěz
2024-01-29 04:07:23.902345,1948138765,Ferrera America,17.0,,Vítěz
2024-01-29 04:07:23.902345,1948138762,Fosler Jodie,20.0,,Vítěz
2024-01-29 12:08:52.320994,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-01-29 12:08:52.320994,1948138766,Brooks Danielle,11.0,,Vítěz
2024-01-29 12:08:52.320994,1948138763,Blunt Emily,12.0,,Vítěz
2024-01-29 12:08:52.320994,1948138765,Ferrera America,17.0,,Vítěz
2024-01-29 12:08:52.320994,1948138762,Fosler Jodie,20.0,,Vítěz
2024-01-29 20:07:11.454675,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-01-29 20:07:11.454675,1948138766,Brooks Danielle,11.0,,Vítěz
2024-01-29 20:07:11.454675,1948138763,Blunt Emily,12.0,,Vítěz
2024-01-29 20:07:11.454675,1948138765,Ferrera America,17.0,,Vítěz
2024-01-29 20:07:11.454675,1948138762,Fosler Jodie,20.0,,Vítěz
2024-01-30 04:07:15.764818,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-01-30 04:07:15.764818,1948138766,Brooks Danielle,11.0,,Vítěz
2024-01-30 04:07:15.764818,1948138763,Blunt Emily,12.0,,Vítěz
2024-01-30 04:07:15.764818,1948138765,Ferrera America,17.0,,Vítěz
2024-01-30 04:07:15.764818,1948138762,Fosler Jodie,20.0,,Vítěz
2024-01-30 12:08:44.781061,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-01-30 12:08:44.781061,1948138766,Brooks Danielle,11.0,,Vítěz
2024-01-30 12:08:44.781061,1948138763,Blunt Emily,12.0,,Vítěz
2024-01-30 12:08:44.781061,1948138765,Ferrera America,17.0,,Vítěz
2024-01-30 12:08:44.781061,1948138762,Fosler Jodie,20.0,,Vítěz
2024-01-30 20:07:23.949945,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-01-30 20:07:23.949945,1948138766,Brooks Danielle,11.0,,Vítěz
2024-01-30 20:07:23.949945,1948138763,Blunt Emily,12.0,,Vítěz
2024-01-30 20:07:23.949945,1948138765,Ferrera America,20.0,,Vítěz
2024-01-30 20:07:23.949945,1948138762,Fosler Jodie,30.0,,Vítěz
2024-01-31 04:07:32.456510,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-01-31 04:07:32.456510,1948138766,Brooks Danielle,11.0,,Vítěz
2024-01-31 04:07:32.456510,1948138763,Blunt Emily,12.0,,Vítěz
2024-01-31 04:07:32.456510,1948138765,Ferrera America,20.0,,Vítěz
2024-01-31 04:07:32.456510,1948138762,Fosler Jodie,30.0,,Vítěz
2024-01-31 12:08:42.994803,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-01-31 12:08:42.994803,1948138766,Brooks Danielle,11.0,,Vítěz
2024-01-31 12:08:42.994803,1948138763,Blunt Emily,12.0,,Vítěz
2024-01-31 12:08:42.994803,1948138765,Ferrera America,20.0,,Vítěz
2024-01-31 12:08:42.994803,1948138762,Fosler Jodie,30.0,,Vítěz
2024-01-31 20:07:10.095050,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-01-31 20:07:10.095050,1948138766,Brooks Danielle,11.0,,Vítěz
2024-01-31 20:07:10.095050,1948138763,Blunt Emily,12.0,,Vítěz
2024-01-31 20:07:10.095050,1948138765,Ferrera America,20.0,,Vítěz
2024-01-31 20:07:10.095050,1948138762,Fosler Jodie,30.0,,Vítěz
2024-02-01 04:07:47.116056,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-02-01 04:07:47.116056,1948138766,Brooks Danielle,11.0,,Vítěz
2024-02-01 04:07:47.116056,1948138763,Blunt Emily,12.0,,Vítěz
2024-02-01 04:07:47.116056,1948138765,Ferrera America,20.0,,Vítěz
2024-02-01 04:07:47.116056,1948138762,Fosler Jodie,30.0,,Vítěz
2024-02-01 12:08:36.903167,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
2024-02-01 12:08:36.903167,1948138766,Brooks Danielle,11.0,,Vítěz
2024-02-01 12:08:36.903167,1948138763,Blunt Emily,12.0,,Vítěz
2024-02-01 12:08:36.903167,1948138765,Ferrera America,20.0,,Vítěz
2024-02-01 12:08:36.903167,1948138762,Fosler Jodie,30.0,,Vítěz
2024-02-01 20:07:10.401820,1948138764,Randolph Da'Vine Joy,1.05,,Vítěz
