date,id,name,odd,supername,hypername
2024-02-04 12:07:50.502271,1953989981,Roden Karel,1.3,,Vítěz
2024-02-04 12:07:50.502271,1953989980,Hádek Kryštof,4.0,,Vítěz
2024-02-04 12:07:50.502271,1953989979,Prachař David,7.0,,Vítěz
2024-02-04 12:07:50.502271,1953989978,Hes Oskar,8.0,,Vítěz
2024-02-04 12:07:50.502271,1953989982,Nedbal Jan,9.0,,Vítěz
2024-02-04 20:07:02.824693,1953989981,Roden Karel,1.3,,Vítěz
2024-02-04 20:07:02.824693,1953989980,Hádek Kryštof,4.0,,Vítěz
2024-02-04 20:07:02.824693,1953989979,Prachař David,7.0,,Vítěz
2024-02-04 20:07:02.824693,1953989978,Hes Oskar,8.0,,Vítěz
2024-02-04 20:07:02.824693,1953989982,Nedbal Jan,9.0,,Vítěz
2024-02-05 04:07:34.885577,1953989981,Roden Karel,1.3,,Vítěz
2024-02-05 04:07:34.885577,1953989980,Hádek Kryštof,4.0,,Vítěz
2024-02-05 04:07:34.885577,1953989979,Prachař David,7.0,,Vítěz
2024-02-05 04:07:34.885577,1953989978,Hes Oskar,8.0,,Vítěz
2024-02-05 04:07:34.885577,1953989982,Nedbal Jan,9.0,,Vítěz
2024-02-05 12:09:04.315039,1953989981,Roden Karel,1.3,,Vítěz
2024-02-05 12:09:04.315039,1953989980,Hádek Kryštof,4.0,,Vítěz
2024-02-05 12:09:04.315039,1953989979,Prachař David,7.0,,Vítěz
2024-02-05 12:09:04.315039,1953989978,Hes Oskar,8.0,,Vítěz
2024-02-05 12:09:04.315039,1953989982,Nedbal Jan,9.0,,Vítěz
2024-02-05 20:07:15.176272,1953989981,Roden Karel,1.3,,Vítěz
2024-02-05 20:07:15.176272,1953989980,Hádek Kryštof,4.0,,Vítěz
2024-02-05 20:07:15.176272,1953989979,Prachař David,7.0,,Vítěz
2024-02-05 20:07:15.176272,1953989978,Hes Oskar,8.0,,Vítěz
2024-02-05 20:07:15.176272,1953989982,Nedbal Jan,9.0,,Vítěz
2024-02-06 04:07:29.785422,1953989981,Roden Karel,1.3,,Vítěz
2024-02-06 04:07:29.785422,1953989980,Hádek Kryštof,4.0,,Vítěz
2024-02-06 04:07:29.785422,1953989979,Prachař David,7.0,,Vítěz
2024-02-06 04:07:29.785422,1953989978,Hes Oskar,8.0,,Vítěz
2024-02-06 04:07:29.785422,1953989982,Nedbal Jan,9.0,,Vítěz
2024-02-06 12:08:58.997797,1953989981,Roden Karel,1.3,,Vítěz
2024-02-06 12:08:58.997797,1953989980,Hádek Kryštof,4.0,,Vítěz
2024-02-06 12:08:58.997797,1953989979,Prachař David,7.0,,Vítěz
2024-02-06 12:08:58.997797,1953989978,Hes Oskar,8.0,,Vítěz
2024-02-06 12:08:58.997797,1953989982,Nedbal Jan,9.0,,Vítěz
