date,id,name,odd,supername,hypername
2023-10-26 20:07:28.008236,1888438537,Maršálek Josef,2.2,,Vítěz
2023-10-26 20:07:28.008236,1888438539,Pavlovičová Darija,2.2,,Vítěz
2023-10-26 20:07:28.008236,1888438531,Chýlková Ivana,4.5,,Vítěz
2023-10-26 20:07:28.008236,1888438533,Hradilek Vavřinec,5.5,,Vítěz
2023-10-26 20:07:28.008236,1888438535,Mašková Tereza Anna,10.0,,Vítěz
2023-10-26 20:07:28.008236,1888438536,Kubelková Iva,20.0,,Vítěz
2023-10-26 20:07:28.008236,1888438538,Krajčo Richard,35.0,,Vítěz
2023-10-26 20:07:28.008236,1888438532,Adamczyk Marek,50.0,,Vítěz
2023-10-26 20:07:28.008236,1888438534,Adamczyková Eva,50.0,,Vítěz
2023-10-27 20:07:25.572112,1888438537,Maršálek Josef,2.2,,Vítěz
2023-10-27 20:07:25.572112,1888438539,Pavlovičová Darija,2.2,,Vítěz
2023-10-27 20:07:25.572112,1888438531,Chýlková Ivana,4.5,,Vítěz
2023-10-27 20:07:25.572112,1888438533,Hradilek Vavřinec,5.5,,Vítěz
2023-10-27 20:07:25.572112,1888438535,Mašková Tereza Anna,10.0,,Vítěz
2023-10-27 20:07:25.572112,1888438536,Kubelková Iva,20.0,,Vítěz
2023-10-27 20:07:25.572112,1888438538,Krajčo Richard,35.0,,Vítěz
2023-10-27 20:07:25.572112,1888438532,Adamczyk Marek,50.0,,Vítěz
2023-10-27 20:07:25.572112,1888438534,Adamczyková Eva,50.0,,Vítěz
2023-10-28 12:07:53.390882,1888438539,Pavlovičová Darija,2.3,,Vítěz
2023-10-28 12:07:53.390882,1888438537,Maršálek Josef,2.4,,Vítěz
2023-10-28 12:07:53.390882,1888438531,Chýlková Ivana,2.7,,Vítěz
2023-10-28 12:07:53.390882,1888438533,Hradilek Vavřinec,7.5,,Vítěz
2023-10-28 12:07:53.390882,1888438535,Mašková Tereza Anna,14.0,,Vítěz
2023-10-28 12:07:53.390882,1888438536,Kubelková Iva,20.0,,Vítěz
2023-10-28 12:07:53.390882,1888438538,Krajčo Richard,45.0,,Vítěz
2023-10-28 12:07:53.390882,1888438532,Adamczyk Marek,50.0,,Vítěz
2023-10-28 12:07:53.390882,1888438534,Adamczyková Eva,60.0,,Vítěz
2023-10-29 04:07:29.471537,1888438539,Pavlovičová Darija,2.3,,Vítěz
2023-10-29 04:07:29.471537,1888438537,Maršálek Josef,2.4,,Vítěz
2023-10-29 04:07:29.471537,1888438531,Chýlková Ivana,2.7,,Vítěz
2023-10-29 04:07:29.471537,1888438533,Hradilek Vavřinec,7.5,,Vítěz
2023-10-29 04:07:29.471537,1888438535,Mašková Tereza Anna,14.0,,Vítěz
2023-10-29 04:07:29.471537,1888438536,Kubelková Iva,20.0,,Vítěz
2023-10-29 04:07:29.471537,1888438538,Krajčo Richard,45.0,,Vítěz
2023-10-29 04:07:29.471537,1888438532,Adamczyk Marek,50.0,,Vítěz
2023-10-29 04:07:29.471537,1888438534,Adamczyková Eva,60.0,,Vítěz
