date,id,name,odd,supername,hypername
2024-01-11 12:09:05.823911,1902290576,Liška Stanislav,2.0,,Vítěz
2024-01-11 12:09:05.823911,1902290589,Slabá Katrin,2.5,,Vítěz
2024-01-11 12:09:05.823911,1902290586,Black Zoe,2.7,,Vítěz
2024-01-11 12:09:05.823911,1902290581,Hacsi Bára,3.2,,Vítěz
2024-01-11 12:09:05.823911,1902290575,Uvíra František,6.0,,Vítěz
2024-01-11 20:07:19.802602,1902290576,Liška Stanislav,2.0,,Vítěz
2024-01-11 20:07:19.802602,1902290589,Slabá Katrin,2.5,,Vítěz
2024-01-11 20:07:19.802602,1902290586,Black Zoe,2.7,,Vítěz
2024-01-11 20:07:19.802602,1902290581,Hacsi Bára,3.2,,Vítěz
2024-01-11 20:07:19.802602,1902290575,Uvíra František,6.0,,Vítěz
2024-01-12 04:07:46.725176,1902290576,Liška Stanislav,2.0,,Vítěz
2024-01-12 04:07:46.725176,1902290589,Slabá Katrin,2.5,,Vítěz
2024-01-12 04:07:46.725176,1902290586,Black Zoe,2.7,,Vítěz
2024-01-12 04:07:46.725176,1902290581,Hacsi Bára,3.2,,Vítěz
2024-01-12 04:07:46.725176,1902290575,Uvíra František,6.0,,Vítěz
2024-01-12 12:09:02.824259,1902290576,Liška Stanislav,1.8,,Vítěz
2024-01-12 12:09:02.824259,1902290586,Black Zoe,2.8,,Vítěz
2024-01-12 12:09:02.824259,1902290589,Slabá Katrin,2.8,,Vítěz
2024-01-12 12:09:02.824259,1902290581,Hacsi Bára,3.5,,Vítěz
2024-01-12 12:09:02.824259,1902290575,Uvíra František,6.0,,Vítěz
2024-01-12 20:07:25.016794,1902290576,Liška Stanislav,1.8,,Vítěz
2024-01-12 20:07:25.016794,1902290586,Black Zoe,2.8,,Vítěz
2024-01-12 20:07:25.016794,1902290589,Slabá Katrin,2.8,,Vítěz
2024-01-12 20:07:25.016794,1902290581,Hacsi Bára,3.5,,Vítěz
2024-01-12 20:07:25.016794,1902290575,Uvíra František,6.0,,Vítěz
2024-01-13 04:07:37.404810,1902290576,Liška Stanislav,1.8,,Vítěz
2024-01-13 04:07:37.404810,1902290586,Black Zoe,2.8,,Vítěz
2024-01-13 04:07:37.404810,1902290581,Hacsi Bára,3.0,,Vítěz
2024-01-13 04:07:37.404810,1902290589,Slabá Katrin,3.0,,Vítěz
2024-01-13 04:07:37.404810,1902290575,Uvíra František,6.0,,Vítěz
