date,id,name,odd,supername,hypername
2024-01-24 12:09:34.991360,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-24 12:09:34.991360,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-24 20:07:36.452667,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-24 20:07:36.452667,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-25 04:07:43.391839,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-25 04:07:43.391839,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-25 12:09:23.700594,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-25 12:09:23.700594,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-25 20:07:17.396030,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-25 20:07:17.396030,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-26 04:08:10.622724,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-26 04:08:10.622724,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-26 12:08:20.633350,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-26 12:08:20.633350,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-26 20:07:22.026331,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-26 20:07:22.026331,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-27 04:07:16.352931,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-27 04:07:16.352931,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-27 12:07:40.041747,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-27 12:07:40.041747,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-27 20:06:58.210898,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-27 20:06:58.210898,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-28 04:07:25.948900,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-28 04:07:25.948900,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-28 12:07:38.025242,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-28 12:07:38.025242,1946524517,Ne,30.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
2024-01-28 20:07:08.231796,1946524516,Ano,1.0,Trump Donald,Nejvíc hlasů získá Ano/Ne
