date,title,odds,date_bet,identifier
2017-01-26T23:02:02.810136,Alena Dernerová (obvod 4),1.15,27.01.2017 14:00,1
2017-01-26T23:02:02.810136,Roman Ziegler (obvod 4),7.00,27.01.2017 14:00,3
2017-01-26T23:02:02.810136,Jiří Šlégr (obvod 4),12.00,27.01.2017 14:00,4
2017-01-26T23:02:02.810136,Jiří Biolek (obvod 4),20.00,27.01.2017 14:00,5
2017-01-26T23:02:02.810136,Josef Nétek (obvod 4),30.00,27.01.2017 14:00,6
2017-01-27T11:02:02.218179,Alena Dernerová (obvod 4),1.10,27.01.2017 14:00,1
2017-01-27T11:02:02.218179,Roman Ziegler (obvod 4),9.00,27.01.2017 14:00,3
2017-01-27T11:02:02.218179,Jiří Šlégr (obvod 4),15.00,27.01.2017 14:00,4
2017-01-27T11:02:02.218179,Jiří Biolek (obvod 4),30.00,27.01.2017 14:00,5
2017-01-27T11:02:02.218179,Josef Nétek (obvod 4),40.00,27.01.2017 14:00,6
