date,title,odds,date_bet,identifier
2017-04-17T22:03:02.736996,M. Le Pen + E. Macron,2.00,22.04.2017 23:59,1
2017-04-17T22:03:02.736996,M. Le Pen + F. Fillon,5.00,22.04.2017 23:59,3
2017-04-17T22:03:02.736996,E. Macron + F. Fillon,5.50,22.04.2017 23:59,4
2017-04-17T22:03:02.736996,M. Le Pen + J.-L. Melenchon,8.00,22.04.2017 23:59,5
2017-04-17T22:03:02.736996,E. Macron + J.-L. Melenchon,16.00,22.04.2017 23:59,6
2017-04-17T22:03:02.736996,F. Fillon + J.-L. Melenchon,18.00,22.04.2017 23:59,7
2017-04-18T22:03:02.035796,M. Le Pen + E. Macron,2.00,22.04.2017 23:59,1
2017-04-18T22:03:02.035796,M. Le Pen + F. Fillon,5.00,22.04.2017 23:59,3
2017-04-18T22:03:02.035796,E. Macron + F. Fillon,6.00,22.04.2017 23:59,4
2017-04-18T22:03:02.035796,M. Le Pen + J.-L. Melenchon,7.00,22.04.2017 23:59,5
2017-04-18T22:03:02.035796,E. Macron + J.-L. Melenchon,9.00,22.04.2017 23:59,6
2017-04-18T22:03:02.035796,F. Fillon + J.-L. Melenchon,20.00,22.04.2017 23:59,7
2017-04-19T10:03:03.473340,M. Le Pen + E. Macron,2.00,22.04.2017 23:59,1
2017-04-19T10:03:03.473340,M. Le Pen + F. Fillon,5.00,22.04.2017 23:59,3
2017-04-19T10:03:03.473340,E. Macron + F. Fillon,6.00,22.04.2017 23:59,4
2017-04-19T10:03:03.473340,M. Le Pen + J.-L. Melenchon,7.00,22.04.2017 23:59,5
2017-04-19T10:03:03.473340,E. Macron + J.-L. Melenchon,9.00,22.04.2017 23:59,6
2017-04-19T10:03:03.473340,F. Fillon + J.-L. Melenchon,20.00,22.04.2017 23:59,7
2017-04-19T22:03:01.684462,M. Le Pen + E. Macron,2.00,22.04.2017 23:59,1
2017-04-19T22:03:01.684462,M. Le Pen + F. Fillon,5.00,22.04.2017 23:59,3
2017-04-19T22:03:01.684462,E. Macron + F. Fillon,5.50,22.04.2017 23:59,4
2017-04-19T22:03:01.684462,M. Le Pen + J.-L. Melenchon,7.00,22.04.2017 23:59,5
2017-04-19T22:03:01.684462,E. Macron + J.-L. Melenchon,9.00,22.04.2017 23:59,6
2017-04-19T22:03:01.684462,F. Fillon + J.-L. Melenchon,20.00,22.04.2017 23:59,7
2017-04-20T10:03:01.793029,M. Le Pen + E. Macron,1.90,22.04.2017 23:59,1
2017-04-20T10:03:01.793029,M. Le Pen + F. Fillon,5.00,22.04.2017 23:59,3
2017-04-20T10:03:01.793029,E. Macron + F. Fillon,5.50,22.04.2017 23:59,4
2017-04-20T10:03:01.793029,M. Le Pen + J.-L. Melenchon,8.00,22.04.2017 23:59,5
2017-04-20T10:03:01.793029,E. Macron + J.-L. Melenchon,9.00,22.04.2017 23:59,6
2017-04-20T10:03:01.793029,F. Fillon + J.-L. Melenchon,20.00,22.04.2017 23:59,7
2017-04-21T10:03:01.733269,M. Le Pen + E. Macron,1.60,22.04.2017 23:59,1
2017-04-21T10:03:01.733269,M. Le Pen + F. Fillon,5.50,22.04.2017 23:59,3
2017-04-21T10:03:01.733269,E. Macron + F. Fillon,6.00,22.04.2017 23:59,4
2017-04-21T10:03:01.733269,M. Le Pen + J.-L. Melenchon,9.00,22.04.2017 23:59,5
2017-04-21T10:03:01.733269,E. Macron + J.-L. Melenchon,12.00,22.04.2017 23:59,6
2017-04-21T10:03:01.733269,F. Fillon + J.-L. Melenchon,25.00,22.04.2017 23:59,7
2017-04-21T22:03:01.832751,M. Le Pen + E. Macron,1.70,23.04.2017 07:30,1
2017-04-21T22:03:01.832751,M. Le Pen + F. Fillon,5.00,23.04.2017 07:30,3
2017-04-21T22:03:01.832751,E. Macron + F. Fillon,5.00,23.04.2017 07:30,4
2017-04-21T22:03:01.832751,M. Le Pen + J.-L. Melenchon,9.00,23.04.2017 07:30,5
2017-04-21T22:03:01.832751,E. Macron + J.-L. Melenchon,12.00,23.04.2017 07:30,6
2017-04-21T22:03:01.832751,F. Fillon + J.-L. Melenchon,25.00,23.04.2017 07:30,7
2017-04-22T10:03:02.000137,M. Le Pen + E. Macron,1.70,23.04.2017 07:30,1
2017-04-22T10:03:02.000137,M. Le Pen + F. Fillon,5.00,23.04.2017 07:30,3
2017-04-22T10:03:02.000137,E. Macron + F. Fillon,5.00,23.04.2017 07:30,4
2017-04-22T10:03:02.000137,M. Le Pen + J.-L. Melenchon,9.00,23.04.2017 07:30,5
2017-04-22T10:03:02.000137,E. Macron + J.-L. Melenchon,12.00,23.04.2017 07:30,6
2017-04-22T10:03:02.000137,F. Fillon + J.-L. Melenchon,25.00,23.04.2017 07:30,7
2017-04-22T22:03:02.357220,M. Le Pen + E. Macron,1.70,23.04.2017 07:30,1
2017-04-22T22:03:02.357220,M. Le Pen + F. Fillon,5.00,23.04.2017 07:30,3
2017-04-22T22:03:02.357220,E. Macron + F. Fillon,5.00,23.04.2017 07:30,4
2017-04-22T22:03:02.357220,M. Le Pen + J.-L. Melenchon,9.00,23.04.2017 07:30,5
2017-04-22T22:03:02.357220,E. Macron + J.-L. Melenchon,15.00,23.04.2017 07:30,6
2017-04-22T22:03:02.357220,F. Fillon + J.-L. Melenchon,25.00,23.04.2017 07:30,7
