date,match_id,match_name,match_url,competition_id,competion_name,sport_id,sport_name,date_closed
2024-09-20 04:05:17.503999,6407445,Senátní volby obvod 59 Brno-město - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-59-brno-mesto-celkove/6407445,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407444,Senátní volby obvod 56 Břeclav - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-56-breclav-celkove/6407444,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407443,Senátní volby obvod 53 Třebíč - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-53-trebic-celkove/6407443,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407442,Senátní volby obvod 50 Svitavy - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-50-svitavy-celkove/6407442,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407441,Senátní volby obvod 47 Náchod - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-47-nachod-celkove/6407441,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407440,Senátní volby obvod 44 Chrudim - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-44-chrudim-celkove/6407440,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407410,Senátní volby obvod 41 Benešov - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-41-benesov-celkove/6407410,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407097,Senátní volby obvod 38 Mladá Boleslav - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-38-mlada-boleslav-celkove/6407097,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407096,Senátní volby obvod 35 Jablonec na Nisou - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-35-jablonec-na-nisou-celkove/6407096,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407095,Senátní volby obvod 32 Teplice - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-32-teplice-celkove/6407095,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407094,Senátní volby obvod 29 Litoměřice - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-29-litomerice-celkove/6407094,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407093,Senátní volby obvod 26 Praha 2 - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-26-praha-2-celkove/6407093,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407092,Senátní volby obvod 23 Praha 8 - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-23-praha-8-celkove/6407092,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407091,Senátní volby obvod 20 Praha 4 - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-20-praha-4-celkove/6407091,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407090,Senátní volby obvod 17 Praha 12 - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-17-praha-12-celkove/6407090,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407089,Senátní volby obvod 14 České Budějovice - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-14-ceske-budejovice-celkove/6407089,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407088,Senátní volby obvod 11 Domažlice - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-11-domazlice-celkove/6407088,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407087,Senátní volby obvod 8 Rokycany - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-8-rokycany-celkove/6407087,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407086,Senátní volby obvod 5 Chomutov - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-5-chomutov-celkove/6407086,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407085,Senátní volby obvod 2 Sokolov - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-2-sokolov-celkove/6407085,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407448,Senátní volby obvod 68 Opava - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-68-opava-celkove/6407448,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-20 04:05:17.503999,6407452,Senátní volby obvod 80 Zlín - celkově,/kurzy/zapas/spolecenske-sazky-senatni-volby-obvod-80-zlin-celkove/6407452,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-20T12:00:00.000Z
2024-09-27 04:05:14.092647,6407084,Senátní volby 2024 - 2.kolo,/kurzy/zapas/spolecenske-sazky-senatni-volby-2024-2kolo/6407084,132027,Česko - volby do Senátu 2024,3633,Politika,2024-09-27T12:00:00.000Z
2024-12-19 12:07:20.431434,5800353,Sportovec roku ČR 2024 - jednotlivci,/kurzy/zapas/spolecenske-sazky-sportovec-roku-cr-2024-jednotlivci/5800353,120175,Sportovec roku ČR 2024,3634,Sportovní sázky,2024-12-31T10:59:00.000Z
2025-01-11 20:04:21.009340,6521550,Česko - volby do PS 2025,/kurzy/zapas/spolecenske-sazky-cesko-volby-do-ps-2025/6521550,134428,Česko - volby do PS 2025,3633,Politika,2025-10-31T13:00:00.000Z
2024-10-19 12:06:26.949145,6148682,StarDance XIII - 19.10. vypadne,/kurzy/zapas/spolecenske-sazky-stardance-xiii-1910-vypadne/6148682,124146,StarDance XIII,3711,Zábava,2024-10-19T18:00:00.000Z
2024-10-19 12:06:26.949145,6148719,StarDance XIII - 19.10. nejvíce bodů od poroty,/kurzy/zapas/spolecenske-sazky-stardance-xiii-1910-nejvice-bodu-od-poroty/6148719,124146,StarDance XIII,3711,Zábava,2024-10-19T18:00:00.000Z
2024-10-19 12:06:26.949145,6148689,StarDance XIII - 19.10. nejméně bodů od poroty,/kurzy/zapas/spolecenske-sazky-stardance-xiii-1910-nejmene-bodu-od-poroty/6148689,124146,StarDance XIII,3711,Zábava,2024-10-19T18:00:00.000Z
2024-11-05 04:05:25.064955,6524704,USA - volby do Kongresu 2024,/kurzy/zapas/spolecenske-sazky-usa-volby-do-kongresu-2024/6524704,134446,USA - volby do Kongresu 2024,3633,Politika,2024-11-05T11:00:00.000Z
2024-11-03 04:05:29.534268,5800360,Moldavsko - prezidentské volby 2024 - celkově,/kurzy/zapas/spolecenske-sazky-moldavsko-prezidentske-volby-2024-celkove/5800360,120170,Moldavsko - prezidentské volby 2024,3633,Politika,2024-10-20T04:00:00.000Z
2025-01-11 20:04:21.009340,6533002,Slovensko - předčasné parlamentní volby,/kurzy/zapas/spolecenske-sazky-slovensko-predcasne-parlamentni-volby/6533002,73315,Slovensko - předčasné parlamentní volby,3633,Politika,2025-01-10T21:00:00.000Z
2024-10-26 12:06:41.126876,6148720,StarDance XIII - 27.10. nejvíce bodů od poroty,/kurzy/zapas/spolecenske-sazky-stardance-xiii-2710-nejvice-bodu-od-poroty/6148720,124146,StarDance XIII,3711,Zábava,2024-10-27T19:00:00.000Z
2024-10-26 12:06:41.126876,6148690,StarDance XIII - 27.10. nejméně bodů od poroty,/kurzy/zapas/spolecenske-sazky-stardance-xiii-2710-nejmene-bodu-od-poroty/6148690,124146,StarDance XIII,3711,Zábava,2024-10-27T19:00:00.000Z
