date,29.05% a více,Méně než 29.05%
2022-12-24,1.84,1.84
2022-12-25,1.84,1.84
2022-12-26,1.84,1.84
2022-12-27,1.84,1.84
2022-12-28,1.84,1.84
2022-12-29,1.84,1.84
2022-12-30,1.84,1.84
2022-12-31,1.84,1.84
2023-01-01,1.84,1.84
2023-01-02,1.92,1.77
2023-01-03,2.0,1.7
2023-01-04,2.16,1.6
2023-01-05,2.16,1.6
2023-01-06,2.16,1.6
2023-01-07,2.16,1.6
