date,31.05% a více,Méně než 31.05%
2022-12-11,1.88,1.8
2022-12-12,2.08,1.65
2022-12-13,2.08,1.65
2022-12-14,2.16,1.6
2022-12-15,2.16,1.6
2022-12-16,2.38,1.5
2023-01-10,4.6,1.15
2023-01-11,4.385,1.1675
