date,1938.5 a více,Méně než 1938.5
2022-03-29,2.38,1.5
2022-03-30,2.195,1.6
2022-03-31,2.01,1.7
2022-04-01,1.78,1.9
2022-04-02,1.78,1.9
2022-04-03,1.78,1.9
2022-04-04,1.78,1.9
