date,DeSUS,GS,LMŠ,Levica,ND,NSi,PoS,SAB,SD,SDS,SNS (SLO)
2022-04-23,800.0,1.75,350.0,200.0,600.0,150.0,400.0,600.0,85.0,1.95,700.0
