date,41057.3 a více,Méně než 41057.3
2022-04-28,1.84,1.84
2022-04-29,1.9249999999999998,1.77
2022-04-30,2.16,1.6
2022-05-01,2.16,1.6
2022-05-02,2.26,1.55
2022-05-03,2.26,1.55
