date,5.85% a více,Méně než 5.85%
2023-01-08,1.84,1.84
2023-01-09,1.52,2.332
2023-01-10,1.45,2.52
2023-01-11,1.45,2.52
2023-01-12,1.3833333333333335,2.75
2023-01-13,1.35,2.89
