date,Ano,Ne
2022-04-05,1.84,1.84
2022-04-06,1.84,1.84
2022-04-07,1.84,1.84
2022-04-08,1.84,1.84
2022-04-09,1.84,1.84
2022-04-10,1.84,1.84
2022-04-11,1.9249999999999998,1.77
2022-04-12,2.01,1.7
2022-04-13,2.01,1.7
2022-04-14,2.01,1.7
2022-04-15,2.01,1.7
2022-04-16,1.9749999999999999,1.725
2022-04-17,1.94,1.75
2022-04-18,1.94,1.75
2022-04-19,1.84,1.84
2022-04-20,1.84,1.84
2022-04-21,1.84,1.84
2022-04-22,1.84,1.84
2022-04-23,1.8900000000000001,1.795
2022-04-24,1.94,1.75
2022-04-25,2.045,1.6749999999999998
2022-04-26,1.915,1.795
2022-04-27,1.725,1.9749999999999999
2022-04-28,1.7,2.01
2022-04-29,1.625,2.135
2022-04-30,1.55,2.26
2022-05-01,1.55,2.26
2022-05-02,1.55,2.26
2022-05-03,1.55,2.26
2022-05-04,1.51,2.36
2022-05-05,1.46,2.49
2022-05-06,1.4,2.705
