date,28.09% a více,Méně než 28.09%
2023-01-08,1.84,1.84
2023-01-09,1.7,2.0
2023-01-10,1.45,2.52
2023-01-11,1.4749999999999999,2.455
2023-01-12,1.55,2.26
2023-01-13,1.5,2.3899999999999997
