date,Ano,Ne
2022-06-30,1.02,10.0
2022-07-01,1.02,10.0
2022-07-02,1.02,10.0
2022-07-03,1.02,10.0
2022-07-04,1.02,10.0
2022-07-05,1.02,10.0
2022-07-06,1.02,10.0
2022-07-07,1.025,9.5
2022-07-08,1.03,9.0
2022-07-09,1.03,9.0
2022-07-10,1.03,9.0
2022-07-11,1.03,9.0
2022-07-12,1.03,9.0
2022-07-13,1.04,8.25
2022-07-14,1.05,7.5
2022-07-15,1.05,7.5
2022-07-16,1.05,7.5
2022-07-17,1.05,7.5
2022-07-18,1.06,7.0
2022-07-19,1.06,7.0
2022-07-20,1.06,7.0
2022-07-21,1.06,7.0
2022-07-22,1.06,7.0
2022-07-23,1.0750000000000002,6.5
2022-07-24,1.09,6.0
2022-07-25,1.09,6.0
2022-07-26,1.09,6.0
2022-07-27,1.09,6.0
2022-07-28,1.09,6.0
2022-07-29,1.0950000000000002,5.8
2022-07-30,1.1,5.6
2022-07-31,1.12,5.15
2022-08-01,1.12,5.15
2022-08-02,1.12,5.15
2022-08-03,1.12,5.15
2022-08-04,1.12,5.15
2022-08-05,1.12,5.15
2022-08-06,1.12,5.15
2022-08-07,1.12,5.15
2022-08-08,1.12,5.15
