date,62.75% a více,Méně než 62.75%
2022-11-27,1.77,1.92
2022-11-28,1.55,2.26
2022-11-29,1.55,2.26
2022-11-30,1.525,2.32
2022-12-01,1.5,2.38
2022-12-02,1.5,2.38
2023-01-10,1.07,6.5
