date,Ano,Ne
2023-02-21,20.0,1.01
2023-02-22,20.0,1.01
2023-02-23,20.0,1.01
2023-02-24,20.0,1.01
2023-02-25,20.0,1.01
2023-02-26,20.0,1.01
2023-02-27,20.0,1.01
2023-03-01,20.0,1.01
2023-03-02,20.0,1.01
2023-03-03,20.0,1.01
2023-03-04,20.0,1.01
2023-03-05,20.0,1.01
2023-03-06,20.0,1.01
2023-03-08,20.0,1.01
2023-03-12,20.0,1.01
2023-03-14,20.0,1.01
2023-03-16,20.0,1.01
2023-03-17,20.0,1.01
2023-03-18,20.0,1.01
2023-03-20,20.0,1.01
2023-03-21,20.0,1.01
2023-03-22,20.0,1.01
2023-03-23,20.0,1.01
2023-03-24,20.0,1.01
