date,Ano,Ne
2022-11-27,50.0,1.0
2022-11-28,50.0,1.0
2022-11-29,50.0,1.0
2022-11-30,50.0,1.0
2022-12-01,50.0,1.0
2022-12-02,50.0,1.0
2022-12-05,50.0,1.0
2022-12-06,50.0,1.0
2022-12-07,50.0,1.0
2022-12-08,50.0,1.0
2022-12-09,50.0,1.0
2022-12-10,50.0,1.0
2022-12-11,50.0,1.0
2022-12-12,50.0,1.0
2022-12-13,50.0,1.0
2022-12-14,50.0,1.0
2022-12-15,50.0,1.0
2022-12-16,50.0,1.0
2022-12-17,50.0,1.0
2022-12-18,55.0,1.0
2022-12-19,70.0,1.0
2022-12-20,90.0,1.0
2022-12-21,90.0,1.0
2022-12-22,90.0,1.0
2022-12-23,90.0,1.0
2022-12-24,90.0,1.0
2022-12-25,90.0,1.0
2022-12-26,90.0,1.0
2022-12-27,90.0,1.0
2022-12-28,90.0,1.0
2022-12-29,90.0,1.0
2022-12-30,90.0,1.0
2022-12-31,90.0,1.0
2023-01-01,90.0,1.0
2023-01-02,90.0,1.0
2023-01-03,90.0,1.0
2023-01-04,90.0,1.0
