date,Ano,Ne
2022-11-27,55.0,1.0
2022-11-28,55.0,1.0
2022-11-29,55.0,1.0
2022-11-30,55.0,1.0
2022-12-01,55.0,1.0
2022-12-02,55.0,1.0
2022-12-05,55.0,1.0
2022-12-06,55.0,1.0
2022-12-07,55.0,1.0
2022-12-08,55.0,1.0
2022-12-09,55.0,1.0
2022-12-10,55.0,1.0
2022-12-11,55.0,1.0
2022-12-12,55.0,1.0
2022-12-13,55.0,1.0
2022-12-14,55.0,1.0
2022-12-15,55.0,1.0
2022-12-16,55.0,1.0
2022-12-17,55.0,1.0
2022-12-18,55.0,1.0
2022-12-19,70.0,1.0
2022-12-20,90.0,1.0
2022-12-21,90.0,1.0
2022-12-22,95.0,1.0
2022-12-23,95.0,1.0
2022-12-24,95.0,1.0
2022-12-25,95.0,1.0
2022-12-26,95.0,1.0
2022-12-27,95.0,1.0
2022-12-28,95.0,1.0
2022-12-29,95.0,1.0
2022-12-30,95.0,1.0
2022-12-31,95.0,1.0
2023-01-01,95.0,1.0
2023-01-02,107.5,1.0
2023-01-03,120.0,1.0
