date,Bílek Michal,Hapal Pavel,Hašek Ivan,Jarolím Karel,Lavička Vítězslav,Rada Petr,Straka František,Svědík Martin,Trpišovský Jindřich,Vrba Pavel,Šilhavý Jaroslav,Ščasný Zdeněk
2022-03-29,30.0,20.0,1.2,80.0,11.0,15.0,70.0,25.0,12.0,40.0,5.0,17.0
