date,1.85% a více,Méně než 1.85%
2023-01-08,1.84,1.84
2023-01-09,1.6600000000000001,2.064
2023-01-10,1.65,2.08
2023-01-11,1.625,2.12
2023-01-12,1.5833333333333333,2.1933333333333334
