date,Ano,Ne
2022-11-27,1.1600000000000001,4.545
2022-11-28,1.1,5.62
2022-11-29,1.1,5.62
2022-11-30,1.1,5.62
2022-12-01,1.1,5.62
2022-12-02,1.1,5.62
2022-12-05,1.03,8.61
2022-12-06,1.03,8.61
2022-12-07,1.03,8.61
2022-12-08,1.02,9.38
2022-12-09,1.02,9.38
2022-12-10,1.02,9.38
2022-12-11,1.02,9.38
2022-12-12,1.02,9.38
2022-12-13,1.02,9.38
2022-12-14,1.02,9.38
2022-12-15,1.02,9.38
2022-12-16,1.03,8.61
2022-12-17,1.03,8.61
2022-12-18,1.0350000000000001,8.29
2022-12-19,1.05,7.43
2022-12-20,1.05,7.5
2022-12-21,1.085,6.325
2022-12-22,1.125,5.050000000000001
2022-12-23,1.13,4.95
2022-12-24,1.13,4.95
2022-12-25,1.13,4.95
