date,Ano,Ne
2022-11-27,125.0,1.0
2022-11-28,130.0,1.0
2022-11-29,130.0,1.0
2022-11-30,130.0,1.0
2022-12-01,130.0,1.0
2022-12-02,130.0,1.0
2022-12-05,130.0,1.0
2022-12-06,130.0,1.0
2022-12-07,130.0,1.0
2022-12-08,130.0,1.0
2022-12-09,130.0,1.0
2022-12-10,130.0,1.0
2022-12-11,130.0,1.0
2022-12-12,130.0,1.0
2022-12-13,130.0,1.0
2022-12-14,130.0,1.0
2022-12-15,130.0,1.0
2022-12-16,130.0,1.0
2022-12-17,130.0,1.0
2022-12-18,130.0,1.0
2022-12-19,150.0,1.0
2022-12-20,200.0,1.0
2022-12-21,200.0,1.0
2022-12-22,210.0,1.0
2022-12-23,210.0,1.0
2022-12-24,210.0,1.0
2022-12-25,210.0,1.0
2022-12-26,210.0,1.0
2022-12-27,210.0,1.0
2022-12-28,210.0,1.0
2022-12-29,210.0,1.0
2022-12-30,210.0,1.0
2022-12-31,210.0,1.0
2023-01-01,210.0,1.0
2023-01-02,210.0,1.0
