date,30.05% a více,Méně než 30.05%
2022-12-17,1.84,1.84
2022-12-18,1.77,1.92
2022-12-19,1.75,1.94
2022-12-20,1.75,1.94
2022-12-21,1.955,1.77
2022-12-22,2.26,1.55
2022-12-23,2.26,1.55
2023-01-10,2.68,1.4
2023-01-11,2.64,1.4124999999999999
2023-01-12,2.52,1.45
2023-01-13,2.52,1.45
