date,Boková Katarína,Choma Igor,Drozd František,Janckulík Igor,Jurinová Erika,Murín Marián,Slyško Peter,Starinská Andrea,Urban Miroslav,Zemanová Daniela
2022-10-23,150.0,7.5,150.0,4.75,1.2,60.0,35.0,150.0,30.0,200.0
