date,26.65% a více,Méně než 26.65%
2022-12-24,1.84,1.84
2022-12-25,1.8900000000000001,1.795
2022-12-26,1.88,1.8
2022-12-27,1.88,1.8
2022-12-28,1.88,1.8
2022-12-29,1.88,1.8
2022-12-30,1.94,1.75
2022-12-31,2.08,1.65
2023-01-01,2.08,1.65
2023-01-02,2.23,1.575
2023-01-03,2.38,1.5
2023-01-04,2.38,1.5
