date,26.65% a více,Méně než 26.65%
2022-12-24,1.8,1.88
2022-12-25,1.82,1.8599999999999999
2022-12-26,1.84,1.84
2022-12-27,1.84,1.84
2022-12-28,1.84,1.84
2022-12-29,1.84,1.84
2022-12-30,1.84,1.84
2022-12-31,1.84,1.84
2023-01-01,1.84,1.84
2023-01-02,1.685,2.07
2023-01-03,1.53,2.3
2023-01-04,1.5,2.38
2023-01-05,1.5,2.38
2023-01-06,1.5,2.38
2023-01-07,1.5,2.38
2023-01-10,1.15,4.6
2023-01-11,1.165,4.41
2023-01-12,1.1866666666666665,4.1000000000000005
2023-01-13,1.15,4.654999999999999
