date,Bakkery Silvia,Bernhauser Timotej,Cibulka Peter,Fiabáne Peter,Groma Patrik,Rzeszoto Ján,Slota Pavol,Zelník Štefan,Zemanová Daniela
2022-10-22,400.0,1500.0,13.0,1.09,5.5,250.0,50.0,30.0,1500.0
