date,Bošňák Ivan,Droba Juraj,Lopašovský Milan,Mažgút Ján,Sulanová Magdaléna,Trnovec Andrej,Velič Dušan,Zima Štefan
2022-10-22,120.0,1.08,900.0,7.0,1000.0,800.0,60.0,1000.0
