date,Ano,Ne
2022-11-27,2.75,1.395
2022-11-28,4.0,1.19
2022-11-29,4.0,1.19
2022-11-30,4.0,1.19
2022-12-01,4.0,1.19
2022-12-02,4.0,1.19
2022-12-05,5.1,1.12
2022-12-06,5.25,1.1150000000000002
2022-12-07,5.3,1.11
2022-12-08,5.3,1.11
2022-12-09,5.9,1.09
2022-12-10,6.7,1.07
2022-12-11,6.7,1.07
2022-12-12,6.7,1.07
2022-12-13,6.7,1.07
2022-12-14,6.7,1.07
2022-12-15,6.7,1.07
2022-12-16,6.7,1.07
2022-12-17,6.7,1.07
2022-12-18,7.2,1.05
2022-12-19,7.0,1.06
2022-12-20,6.6,1.07
2022-12-21,5.625,1.1099999999999999
2022-12-22,4.45,1.16
2022-12-23,4.45,1.16
2022-12-24,4.45,1.16
2022-12-25,4.425000000000001,1.16
2022-12-26,4.4,1.16
2022-12-27,4.4,1.16
2022-12-28,4.4,1.16
2022-12-29,4.4,1.16
2022-12-30,4.4,1.16
2022-12-31,4.4,1.16
2023-01-01,4.4,1.16
2023-01-02,3.95,1.205
2023-01-03,3.6,1.24
2023-01-04,3.3,1.28
2023-01-05,3.1,1.31
2023-01-06,2.5,1.46
2023-01-07,2.5,1.46
2023-01-08,2.3,1.53
2023-01-09,2.61,1.432
2023-01-10,2.4,1.47
2023-01-11,2.4,1.47
2023-01-12,2.266666666666666,1.5466666666666666
2023-01-13,2.1,1.64
