date,110.5 a více,Méně než 110.5
2022-04-19,2.01,1.7
2022-04-20,2.01,1.7
2022-04-21,2.01,1.7
2022-04-22,2.085,1.65
2022-04-23,2.16,1.6
2022-04-24,2.16,1.6
2022-04-25,2.705,1.425
2022-04-26,3.15,1.3
