date,Ano,Ne
2022-03-29,1.08,6.21
2022-03-30,1.08,6.21
2022-03-31,1.08,6.21
2022-04-01,1.08,6.21
2022-04-02,1.08,6.21
2022-04-03,1.08,6.21
2022-04-04,1.08,6.21
2022-04-05,1.08,6.21
2022-04-06,1.08,6.21
2022-04-07,1.08,6.21
2022-04-08,1.08,6.21
2022-04-09,1.08,6.21
2022-04-10,1.08,6.21
2022-04-11,1.08,6.21
2022-04-12,1.08,6.21
2022-04-13,1.08,6.21
2022-04-14,1.08,6.21
2022-04-15,1.08,6.21
2022-04-16,1.08,6.21
2022-04-17,1.08,6.21
2022-04-18,1.06,7.0
2022-04-19,1.06,7.0
2022-04-20,1.06,7.0
2022-04-21,1.06,7.0
2022-04-22,1.06,7.0
