date,28.05% a více,Méně než 28.05%
2022-12-11,1.84,1.84
2022-12-12,1.84,1.84
2022-12-13,1.84,1.84
2022-12-14,1.84,1.84
2022-12-15,1.84,1.84
2022-12-16,1.84,1.84
2022-12-17,1.84,1.84
2022-12-18,1.795,1.8900000000000001
2022-12-19,1.74,1.95
2022-12-20,2.08,1.65
2022-12-21,2.23,1.575
2022-12-22,2.38,1.5
2022-12-23,2.38,1.5
2023-01-10,15.0,1.0
