date,24.75% a více,Méně než 24.75%
2022-12-11,1.84,1.84
2022-12-12,1.84,1.84
2022-12-13,1.84,1.84
2022-12-14,1.84,1.84
2022-12-15,1.84,1.84
2022-12-16,1.84,1.84
2022-12-17,1.84,1.84
2022-12-18,2.08,1.65
2022-12-19,1.84,1.84
2022-12-20,1.75,1.94
