date,Ano,Ne
2022-11-10,2.1,1.64
2022-11-11,2.1,1.64
2022-11-12,2.1,1.64
2022-11-13,2.1,1.64
2022-11-14,2.1,1.64
2022-11-15,2.1,1.64
2022-11-16,2.1,1.64
2022-11-17,2.1,1.64
2022-11-18,2.1,1.64
2022-11-19,2.1,1.64
2022-11-20,2.1,1.64
2022-11-21,2.1,1.64
2022-11-22,2.1,1.64
2022-11-23,2.1,1.64
2022-11-24,2.075,1.6549999999999998
2022-11-25,2.025,1.685
2022-11-26,2.0,1.7
2022-11-27,2.0,1.7
2022-11-28,2.25,1.56
2022-11-29,2.25,1.56
2022-11-30,2.25,1.56
2022-12-01,2.25,1.56
2022-12-02,2.25,1.56
2022-12-05,2.5,1.46
2022-12-06,2.525,1.45
2022-12-07,2.55,1.44
2022-12-08,2.55,1.44
2022-12-09,2.775,1.385
2022-12-10,3.0,1.33
2022-12-11,3.0,1.33
2022-12-12,3.0,1.33
2022-12-13,3.0,1.33
2022-12-14,3.0,1.33
2022-12-15,2.9,1.35
2022-12-16,3.0,1.33
2022-12-17,3.0,1.33
2022-12-18,3.05,1.32
2022-12-19,2.85,1.36
2022-12-20,2.75,1.38
2022-12-21,2.5999999999999996,1.4300000000000002
2022-12-22,2.4,1.49
2022-12-23,2.4,1.49
2022-12-24,2.4,1.49
2022-12-25,2.4,1.49
2022-12-26,2.4,1.49
2022-12-27,2.4,1.49
2022-12-28,2.4,1.49
2022-12-29,2.4,1.49
2022-12-30,2.4,1.49
2022-12-31,2.3,1.53
2023-01-01,2.3,1.53
2023-01-02,2.2249999999999996,1.57
2023-01-03,2.15,1.61
2023-01-04,2.15,1.61
2023-01-05,2.15,1.61
2023-01-06,1.85,1.87
2023-01-07,1.8,1.92
2023-01-08,1.8,1.92
2023-01-09,1.7,2.05
