date,Heredoš Miroslav,Jakubec Martin,Kusý Rudolf,Mlýnek Martin,Poláček Peter,Trnovec Andrej,Vallo Matúš,Vetrík Miroslav
2022-10-21,400.0,975.0,5.5,300.0,1075.0,1300.0,1.085,1150.0
