date,title,odds,date_bet,identifier
2017-07-20T09:50:28.638800,vyhraje Labour party AP,1.04,21.07.2017 08:00,1
2017-07-20T09:50:28.638800,nevyhraje Labour party AP,10.00,21.07.2017 08:00,3
2017-07-21T06:47:37.835354,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-21T06:47:37.835354,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-23T19:08:37.161252,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-23T19:08:37.161252,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-24T06:02:02.646175,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-24T06:02:02.646175,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-24T16:22:31.284542,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-24T16:22:31.284542,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-25T06:02:02.984889,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-25T06:02:02.984889,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-26T03:18:49.441703,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-26T03:18:49.441703,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-26T06:02:02.516074,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-26T06:02:02.516074,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-26T18:02:02.790388,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-26T18:02:02.790388,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-27T06:02:02.503893,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-27T06:02:02.503893,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-27T18:02:02.962077,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-27T18:02:02.962077,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-28T06:02:02.914107,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-28T06:02:02.914107,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-28T18:02:02.530904,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-28T18:02:02.530904,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-29T06:02:03.034688,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-29T06:02:03.034688,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-29T18:02:02.779610,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-29T18:02:02.779610,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-30T06:02:02.160063,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-30T06:02:02.160063,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-30T18:02:02.934873,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-30T18:02:02.934873,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
2017-07-31T06:02:02.267566,vyhraje Labour party AP,1.04,11.09.2017 08:00,1
2017-07-31T06:02:02.267566,nevyhraje Labour party AP,10.00,11.09.2017 08:00,3
