id,name,odd,date
1587917550,Méně než 71.01%,1.5,2023-01-23T16:08:08.548775
1587917549,71.01% a více,2.38,2023-01-23T16:08:08.548775
1587917550,Méně než 71.01%,1.45,2023-01-23T19:07:22.317638
1587917549,71.01% a více,2.52,2023-01-23T19:07:22.317638
1587917550,Méně než 71.01%,1.5,2023-01-23T22:07:44.004115
1587917549,71.01% a více,2.38,2023-01-23T22:07:44.004115
1587917550,Méně než 71.01%,1.5,2023-01-24T01:35:32.549762
1587917549,71.01% a více,2.38,2023-01-24T01:35:32.549762
1587917550,Méně než 71.01%,1.5,2023-01-24T04:08:04.499797
1587917549,71.01% a více,2.38,2023-01-24T04:08:04.499797
1587917550,Méně než 71.01%,1.5,2023-01-24T09:07:53.736753
1587917549,71.01% a více,2.38,2023-01-24T09:07:53.736753
1587917550,Méně než 71.01%,1.5,2023-01-24T12:08:48.059667
1587917549,71.01% a více,2.38,2023-01-24T12:08:48.059667
1587917550,Méně než 71.01%,1.5,2023-01-24T16:08:18.720378
1587917549,71.01% a více,2.38,2023-01-24T16:08:18.720378
1587917550,Méně než 71.01%,1.5,2023-01-24T19:07:27.126956
1587917549,71.01% a více,2.38,2023-01-24T19:07:27.126956
1587917550,Méně než 71.01%,1.5,2023-01-24T22:07:50.456769
1587917549,71.01% a více,2.38,2023-01-24T22:07:50.456769
1587917550,Méně než 71.01%,1.5,2023-01-25T01:35:08.479062
1587917549,71.01% a více,2.38,2023-01-25T01:35:08.479062
1587917550,Méně než 71.01%,1.5,2023-01-25T04:08:05.190108
1587917549,71.01% a více,2.38,2023-01-25T04:08:05.190108
1587917550,Méně než 71.01%,1.5,2023-01-25T16:08:17.269496
1587917549,71.01% a více,2.38,2023-01-25T16:08:17.269496
1587917550,Méně než 71.01%,1.5,2023-01-25T19:07:25.469167
1587917549,71.01% a více,2.38,2023-01-25T19:07:25.469167
1587917550,Méně než 71.01%,1.5,2023-01-25T22:07:47.546432
1587917549,71.01% a více,2.38,2023-01-25T22:07:47.546432
1587917550,Méně než 71.01%,1.5,2023-01-26T01:35:23.643334
1587917549,71.01% a více,2.38,2023-01-26T01:35:23.643334
1587917550,Méně než 71.01%,1.45,2023-01-26T09:07:44.727609
1587917549,71.01% a více,2.52,2023-01-26T09:07:44.727609
1587917550,Méně než 71.01%,1.35,2023-01-26T12:09:00.156631
1587917549,71.01% a více,2.89,2023-01-26T12:09:00.156631
1587917550,Méně než 71.01%,1.37,2023-01-26T16:08:10.190296
1587917549,71.01% a více,2.8,2023-01-26T16:08:10.190296
1587917550,Méně než 71.01%,1.37,2023-01-26T22:07:45.914357
1587917549,71.01% a více,2.8,2023-01-26T22:07:45.914357
