date,id,name,odd
2022-03-29T19:26:03.544884,1416473581,Ano,100.0
2022-03-29T19:26:03.544884,1416473580,Ne,1.0
2022-03-29T20:13:14.792442,1416473581,Ano,100.0
2022-03-29T20:13:14.792442,1416473580,Ne,1.0
2022-03-30T04:17:45.948414,1416473581,Ano,100.0
2022-03-30T04:17:45.948414,1416473580,Ne,1.0
2022-03-30T16:18:09.354970,1416473581,Ano,100.0
2022-03-30T16:18:09.354970,1416473580,Ne,1.0
2022-03-31T04:17:50.502049,1416473581,Ano,100.0
2022-03-31T04:17:50.502049,1416473580,Ne,1.0
2022-03-31T16:19:50.270692,1416473581,Ano,100.0
2022-03-31T16:19:50.270692,1416473580,Ne,1.0
2022-04-01T04:20:21.949853,1416473581,Ano,100.0
2022-04-01T04:20:21.949853,1416473580,Ne,1.0
2022-04-01T16:21:18.148087,1416473581,Ano,100.0
2022-04-01T16:21:18.148087,1416473580,Ne,1.0
2022-04-02T04:17:44.497240,1416473581,Ano,100.0
2022-04-02T04:17:44.497240,1416473580,Ne,1.0
