id,name,odd,date
1518018855,Fiabáne Peter,1.09,2022-10-22T16:25:06.064437
1518018862,Groma Patrik,5.5,2022-10-22T16:25:06.064437
1518018859,Cibulka Peter,13.0,2022-10-22T16:25:06.064437
1518018860,Zelník Štefan,30.0,2022-10-22T16:25:06.064437
1518018856,Slota Pavol,50.0,2022-10-22T16:25:06.064437
1518018861,Rzeszoto Ján,250.0,2022-10-22T16:25:06.064437
1518018854,Bakkery Silvia,400.0,2022-10-22T16:25:06.064437
1518018857,Bernhauser Timotej,1500.0,2022-10-22T16:25:06.064437
1518018858,Zemanová Daniela,1500.0,2022-10-22T16:25:06.064437
1518018855,Fiabáne Peter,1.07,2022-10-23T05:06:15.754767
1518018862,Groma Patrik,6.0,2022-10-23T05:06:15.754767
1518018859,Cibulka Peter,13.0,2022-10-23T05:06:15.754767
1518018860,Zelník Štefan,30.0,2022-10-23T05:06:15.754767
1518018856,Slota Pavol,50.0,2022-10-23T05:06:15.754767
1518018861,Rzeszoto Ján,250.0,2022-10-23T05:06:15.754767
1518018854,Bakkery Silvia,400.0,2022-10-23T05:06:15.754767
1518018857,Bernhauser Timotej,1500.0,2022-10-23T05:06:15.754767
1518018858,Zemanová Daniela,1500.0,2022-10-23T05:06:15.754767
