id,name,odd,date
1532863292,Méně než 1747.5,2.01,2022-11-10T16:05:05.252847
1532863291,1747.5 a více,1.7,2022-11-10T16:05:05.252847
1532863292,Méně než 1747.5,2.01,2022-11-11T04:14:13.999627
1532863291,1747.5 a více,1.7,2022-11-11T04:14:13.999627
1532863292,Méně než 1747.5,1.84,2022-11-21T16:04:43.319571
1532863291,1747.5 a více,1.84,2022-11-21T16:04:43.319571
1532863292,Méně než 1747.5,1.84,2022-11-22T04:04:42.571665
1532863291,1747.5 a více,1.84,2022-11-22T04:04:42.571665
1532863292,Méně než 1747.5,1.84,2022-11-22T16:05:04.154035
1532863291,1747.5 a více,1.84,2022-11-22T16:05:04.154035
1532863292,Méně než 1747.5,1.84,2022-11-23T04:04:33.833747
1532863291,1747.5 a více,1.84,2022-11-23T04:04:33.833747
1532863292,Méně než 1747.5,1.84,2022-11-23T16:04:42.901155
1532863291,1747.5 a více,1.84,2022-11-23T16:04:42.901155
1532863292,Méně než 1747.5,1.84,2022-11-24T04:04:34.997744
1532863291,1747.5 a více,1.84,2022-11-24T04:04:34.997744
1532863292,Méně než 1747.5,1.84,2022-11-24T16:04:41.539807
1532863291,1747.5 a více,1.84,2022-11-24T16:04:41.539807
1532863292,Méně než 1747.5,1.84,2022-11-25T04:04:34.114534
1532863291,1747.5 a více,1.84,2022-11-25T04:04:34.114534
1532863292,Méně než 1747.5,1.84,2022-11-25T16:04:49.585379
1532863291,1747.5 a více,1.84,2022-11-25T16:04:49.585379
1532863292,Méně než 1747.5,1.84,2022-11-26T04:04:34.511699
1532863291,1747.5 a více,1.84,2022-11-26T04:04:34.511699
1532863292,Méně než 1747.5,1.84,2022-11-26T16:04:39.888433
1532863291,1747.5 a více,1.84,2022-11-26T16:04:39.888433
1532863292,Méně než 1747.5,1.84,2022-11-27T04:04:30.587739
1532863291,1747.5 a více,1.84,2022-11-27T04:04:30.587739
1532863292,Méně než 1747.5,1.84,2022-11-27T16:04:39.282101
1532863291,1747.5 a více,1.84,2022-11-27T16:04:39.282101
1532863292,Méně než 1747.5,1.84,2022-11-28T04:04:33.721249
1532863291,1747.5 a více,1.84,2022-11-28T04:04:33.721249
1532863292,Méně než 1747.5,1.84,2022-11-28T16:05:13.941042
1532863291,1747.5 a více,1.84,2022-11-28T16:05:13.941042
1532863292,Méně než 1747.5,1.84,2022-11-29T04:04:48.845313
1532863291,1747.5 a více,1.84,2022-11-29T04:04:48.845313
1532863292,Méně než 1747.5,1.84,2022-11-29T16:04:50.200111
1532863291,1747.5 a více,1.84,2022-11-29T16:04:50.200111
