id,name,odd,date
1592941513,Na západní frontě klid,1.08,2023-01-31T19:07:26.239255
1592941511,Íá,6.0,2023-01-31T19:07:26.239255
1592941512,"Argentina, 1985",10.0,2023-01-31T19:07:26.239255
1592941510,Blízko,25.0,2023-01-31T19:07:26.239255
1592941509,An Cailín Ciúin,35.0,2023-01-31T19:07:26.239255
1592941513,Na západní frontě klid,1.08,2023-01-31T22:07:41.469039
1592941511,Íá,6.0,2023-01-31T22:07:41.469039
1592941512,"Argentina, 1985",10.0,2023-01-31T22:07:41.469039
1592941510,Blízko,25.0,2023-01-31T22:07:41.469039
1592941509,An Cailín Ciúin,35.0,2023-01-31T22:07:41.469039
1592941513,Na západní frontě klid,1.06,2023-02-01T16:08:44.103161
1592941511,Íá,7.0,2023-02-01T16:08:44.103161
1592941512,"Argentina, 1985",10.0,2023-02-01T16:08:44.103161
1592941510,Blízko,25.0,2023-02-01T16:08:44.103161
1592941509,An Cailín Ciúin,35.0,2023-02-01T16:08:44.103161
1592941513,Na západní frontě klid,1.06,2023-02-02T04:08:56.793280
1592941511,Íá,7.0,2023-02-02T04:08:56.793280
1592941512,"Argentina, 1985",10.0,2023-02-02T04:08:56.793280
1592941510,Blízko,25.0,2023-02-02T04:08:56.793280
1592941509,An Cailín Ciúin,35.0,2023-02-02T04:08:56.793280
1592941513,Na západní frontě klid,1.06,2023-02-04T04:08:50.401503
1592941511,Íá,7.0,2023-02-04T04:08:50.401503
1592941512,"Argentina, 1985",10.0,2023-02-04T04:08:50.401503
1592941510,Blízko,25.0,2023-02-04T04:08:50.401503
1592941509,An Cailín Ciúin,35.0,2023-02-04T04:08:50.401503
1592941513,Na západní frontě klid,1.06,2023-02-07T04:08:59.745896
1592941511,Íá,7.0,2023-02-07T04:08:59.745896
1592941512,"Argentina, 1985",10.0,2023-02-07T04:08:59.745896
1592941510,Blízko,25.0,2023-02-07T04:08:59.745896
1592941509,An Cailín Ciúin,35.0,2023-02-07T04:08:59.745896
1592941513,Na západní frontě klid,1.05,2023-02-08T16:09:40.639274
1592941512,"Argentina, 1985",10.0,2023-02-08T16:09:40.639274
1592941509,An Cailín Ciúin,12.0,2023-02-08T16:09:40.639274
1592941511,Íá,12.0,2023-02-08T16:09:40.639274
1592941510,Blízko,30.0,2023-02-08T16:09:40.639274
1592941513,Na západní frontě klid,1.05,2023-02-09T04:08:48.619046
1592941512,"Argentina, 1985",10.0,2023-02-09T04:08:48.619046
1592941509,An Cailín Ciúin,12.0,2023-02-09T04:08:48.619046
1592941511,Íá,12.0,2023-02-09T04:08:48.619046
1592941510,Blízko,30.0,2023-02-09T04:08:48.619046
1592941513,Na západní frontě klid,1.05,2023-02-10T16:08:59.659529
1592941512,"Argentina, 1985",10.0,2023-02-10T16:08:59.659529
1592941509,An Cailín Ciúin,12.0,2023-02-10T16:08:59.659529
1592941511,Íá,12.0,2023-02-10T16:08:59.659529
1592941510,Blízko,30.0,2023-02-10T16:08:59.659529
1592941513,Na západní frontě klid,1.05,2023-02-14T04:08:49.991725
1592941512,"Argentina, 1985",10.0,2023-02-14T04:08:49.991725
1592941511,Íá,11.0,2023-02-14T04:08:49.991725
1592941509,An Cailín Ciúin,12.0,2023-02-14T04:08:49.991725
1592941510,Blízko,35.0,2023-02-14T04:08:49.991725
1592941513,Na západní frontě klid,1.05,2023-02-15T04:08:56.682457
1592941512,"Argentina, 1985",10.0,2023-02-15T04:08:56.682457
1592941511,Íá,11.0,2023-02-15T04:08:56.682457
1592941509,An Cailín Ciúin,12.0,2023-02-15T04:08:56.682457
1592941510,Blízko,35.0,2023-02-15T04:08:56.682457
1592941513,Na západní frontě klid,1.05,2023-02-15T16:09:02.063495
1592941512,"Argentina, 1985",10.0,2023-02-15T16:09:02.063495
1592941511,Íá,11.0,2023-02-15T16:09:02.063495
1592941509,An Cailín Ciúin,12.0,2023-02-15T16:09:02.063495
1592941510,Blízko,40.0,2023-02-15T16:09:02.063495
1592941513,Na západní frontě klid,1.05,2023-02-17T04:08:44.101702
1592941512,"Argentina, 1985",10.0,2023-02-17T04:08:44.101702
1592941511,Íá,11.0,2023-02-17T04:08:44.101702
1592941509,An Cailín Ciúin,12.0,2023-02-17T04:08:44.101702
1592941510,Blízko,40.0,2023-02-17T04:08:44.101702
1592941513,Na západní frontě klid,1.05,2023-02-17T16:08:55.142741
1592941512,"Argentina, 1985",10.0,2023-02-17T16:08:55.142741
1592941511,Íá,11.0,2023-02-17T16:08:55.142741
1592941509,An Cailín Ciúin,12.0,2023-02-17T16:08:55.142741
1592941510,Blízko,40.0,2023-02-17T16:08:55.142741
1592941513,Na západní frontě klid,1.05,2023-02-19T04:08:54.096805
1592941512,"Argentina, 1985",10.0,2023-02-19T04:08:54.096805
1592941511,Íá,11.0,2023-02-19T04:08:54.096805
1592941509,An Cailín Ciúin,12.0,2023-02-19T04:08:54.096805
1592941510,Blízko,40.0,2023-02-19T04:08:54.096805
1592941513,Na západní frontě klid,1.03,2023-02-20T16:08:44.738301
1592941512,"Argentina, 1985",11.0,2023-02-20T16:08:44.738301
1592941511,Íá,12.0,2023-02-20T16:08:44.738301
1592941509,An Cailín Ciúin,15.0,2023-02-20T16:08:44.738301
1592941510,Blízko,40.0,2023-02-20T16:08:44.738301
1592941513,Na západní frontě klid,1.03,2023-02-21T04:08:56.431822
1592941512,"Argentina, 1985",11.0,2023-02-21T04:08:56.431822
1592941511,Íá,12.0,2023-02-21T04:08:56.431822
1592941509,An Cailín Ciúin,15.0,2023-02-21T04:08:56.431822
1592941510,Blízko,40.0,2023-02-21T04:08:56.431822
1592941513,Na západní frontě klid,1.03,2023-02-21T16:08:56.953798
1592941512,"Argentina, 1985",11.0,2023-02-21T16:08:56.953798
1592941511,Íá,12.0,2023-02-21T16:08:56.953798
1592941509,An Cailín Ciúin,15.0,2023-02-21T16:08:56.953798
1592941510,Blízko,40.0,2023-02-21T16:08:56.953798
1592941513,Na západní frontě klid,1.03,2023-02-22T04:08:52.791813
1592941512,"Argentina, 1985",11.0,2023-02-22T04:08:52.791813
1592941511,Íá,12.0,2023-02-22T04:08:52.791813
1592941509,An Cailín Ciúin,15.0,2023-02-22T04:08:52.791813
1592941510,Blízko,40.0,2023-02-22T04:08:52.791813
1592941513,Na západní frontě klid,1.03,2023-02-22T16:08:55.943378
1592941512,"Argentina, 1985",11.0,2023-02-22T16:08:55.943378
1592941511,Íá,12.0,2023-02-22T16:08:55.943378
1592941509,An Cailín Ciúin,15.0,2023-02-22T16:08:55.943378
1592941510,Blízko,40.0,2023-02-22T16:08:55.943378
1592941513,Na západní frontě klid,1.03,2023-02-23T04:08:54.021929
1592941512,"Argentina, 1985",11.0,2023-02-23T04:08:54.021929
1592941511,Íá,12.0,2023-02-23T04:08:54.021929
1592941509,An Cailín Ciúin,15.0,2023-02-23T04:08:54.021929
1592941510,Blízko,40.0,2023-02-23T04:08:54.021929
1592941513,Na západní frontě klid,1.03,2023-02-23T16:08:52.821813
1592941512,"Argentina, 1985",11.0,2023-02-23T16:08:52.821813
1592941511,Íá,12.0,2023-02-23T16:08:52.821813
1592941509,An Cailín Ciúin,15.0,2023-02-23T16:08:52.821813
1592941510,Blízko,40.0,2023-02-23T16:08:52.821813
1592941513,Na západní frontě klid,1.03,2023-02-24T04:08:51.175293
1592941512,"Argentina, 1985",11.0,2023-02-24T04:08:51.175293
1592941511,Íá,12.0,2023-02-24T04:08:51.175293
1592941509,An Cailín Ciúin,15.0,2023-02-24T04:08:51.175293
1592941510,Blízko,40.0,2023-02-24T04:08:51.175293
1592941513,Na západní frontě klid,1.03,2023-02-24T16:08:56.339033
1592941512,"Argentina, 1985",11.0,2023-02-24T16:08:56.339033
1592941511,Íá,12.0,2023-02-24T16:08:56.339033
