id,name,odd,date
1488415217,Ano,1.3,2022-09-06T16:22:11.176364
1488415218,Ne,3.15,2022-09-06T16:22:11.176364
1488415217,Ano,1.3,2022-09-07T05:35:14.207212
1488415218,Ne,3.15,2022-09-07T05:35:14.207212
1488415217,Ano,1.3,2022-09-07T16:21:14.489461
1488415218,Ne,3.15,2022-09-07T16:21:14.489461
1488415217,Ano,1.3,2022-09-08T05:20:33.440307
1488415218,Ne,3.15,2022-09-08T05:20:33.440307
1488415217,Ano,1.3,2022-09-08T16:22:21.795123
1488415218,Ne,3.15,2022-09-08T16:22:21.795123
1488415217,Ano,1.3,2022-09-09T05:12:00.444554
1488415218,Ne,3.15,2022-09-09T05:12:00.444554
1488415217,Ano,1.3,2022-09-09T16:22:12.654863
1488415218,Ne,3.15,2022-09-09T16:22:12.654863
1488415217,Ano,1.3,2022-09-10T05:12:23.241290
1488415218,Ne,3.15,2022-09-10T05:12:23.241290
1488415217,Ano,1.3,2022-09-10T16:21:22.493142
1488415218,Ne,3.15,2022-09-10T16:21:22.493142
