id,name,odd,date
1588724524,Ano,1.17,2023-01-24T22:07:50.456769
1588724523,Ne,4.31,2023-01-24T22:07:50.456769
1588724524,Ano,1.17,2023-01-25T01:35:08.479062
1588724523,Ne,4.31,2023-01-25T01:35:08.479062
1588724524,Ano,1.17,2023-01-25T04:08:05.190108
1588724523,Ne,4.31,2023-01-25T04:08:05.190108
1588724524,Ano,1.2,2023-01-25T16:08:17.269496
1588724523,Ne,3.94,2023-01-25T16:08:17.269496
1588724524,Ano,1.2,2023-01-25T19:07:25.469167
1588724523,Ne,3.94,2023-01-25T19:07:25.469167
1588724524,Ano,1.25,2023-01-25T22:07:47.546432
1588724523,Ne,3.48,2023-01-25T22:07:47.546432
1588724524,Ano,1.25,2023-01-26T01:35:23.643334
1588724523,Ne,3.48,2023-01-26T01:35:23.643334
