id,name,odd,date
1433726065,Ano,1.01,2022-05-02T16:23:44.322131
1433726064,Ne,12.0,2022-05-02T16:23:44.322131
1433726065,Ano,1.01,2022-05-03T04:29:12.818900
1433726064,Ne,12.0,2022-05-03T04:29:12.818900
1433726065,Ano,1.01,2022-05-03T16:23:12.442206
1433726064,Ne,12.0,2022-05-03T16:23:12.442206
1433726065,Ano,1.01,2022-05-04T04:28:13.243892
1433726064,Ne,12.0,2022-05-04T04:28:13.243892
1433726065,Ano,1.0,2022-05-04T16:23:10.694699
1433726064,Ne,14.0,2022-05-04T16:23:10.694699
1433726065,Ano,1.0,2022-05-05T04:31:25.701907
1433726064,Ne,15.0,2022-05-05T04:31:25.701907
1433726065,Ano,1.0,2022-05-05T16:20:50.998649
1433726064,Ne,15.0,2022-05-05T16:20:50.998649
