id,name,odd,date
1492978001,Méně než 14.5,1.84,2022-09-15T16:22:50.277945
1492978000,14.5 a více,1.84,2022-09-15T16:22:50.277945
1492978001,Méně než 14.5,1.84,2022-09-16T05:24:18.877060
1492978000,14.5 a více,1.84,2022-09-16T05:24:18.877060
1492978001,Méně než 14.5,1.84,2022-09-16T16:22:23.876242
1492978000,14.5 a více,1.84,2022-09-16T16:22:23.876242
1492978001,Méně než 14.5,1.84,2022-09-17T05:00:18.225100
1492978000,14.5 a více,1.84,2022-09-17T05:00:18.225100
1492978001,Méně než 14.5,1.84,2022-09-17T16:22:23.475571
1492978000,14.5 a více,1.84,2022-09-17T16:22:23.475571
1492978001,Méně než 14.5,1.84,2022-09-18T05:05:30.423031
1492978000,14.5 a více,1.84,2022-09-18T05:05:30.423031
1492978001,Méně než 14.5,1.84,2022-09-18T16:21:38.618274
1492978000,14.5 a více,1.84,2022-09-18T16:21:38.618274
1492978001,Méně než 14.5,1.84,2022-09-19T05:27:24.088500
1492978000,14.5 a více,1.84,2022-09-19T05:27:24.088500
1492978001,Méně než 14.5,1.84,2022-09-19T16:23:08.823571
1492978000,14.5 a více,1.84,2022-09-19T16:23:08.823571
1492978001,Méně než 14.5,1.84,2022-09-20T05:24:27.863226
1492978000,14.5 a více,1.84,2022-09-20T05:24:27.863226
1492978001,Méně než 14.5,1.84,2022-09-20T16:23:19.599508
1492978000,14.5 a více,1.84,2022-09-20T16:23:19.599508
1492978001,Méně než 14.5,1.84,2022-09-21T05:24:32.820690
1492978000,14.5 a více,1.84,2022-09-21T05:24:32.820690
1492978001,Méně než 14.5,1.84,2022-09-21T16:24:58.974482
1492978000,14.5 a více,1.84,2022-09-21T16:24:58.974482
1492978001,Méně než 14.5,1.84,2022-09-22T05:21:34.764059
1492978000,14.5 a více,1.84,2022-09-22T05:21:34.764059
1492978001,Méně než 14.5,1.84,2022-09-22T16:23:41.470177
1492978000,14.5 a více,1.84,2022-09-22T16:23:41.470177
1492978001,Méně než 14.5,1.84,2022-09-23T05:22:45.977336
1492978000,14.5 a více,1.84,2022-09-23T05:22:45.977336
1492978001,Méně než 14.5,1.84,2022-09-23T16:23:34.310792
1492978000,14.5 a více,1.84,2022-09-23T16:23:34.310792
