date,title,odds,date_bet,identifier
2017-08-08T18:02:02.543473,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-08T18:02:02.543473,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-09T06:02:02.748589,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-09T06:02:02.748589,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-09T18:02:02.215349,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-09T18:02:02.215349,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-10T06:02:02.013305,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-10T06:02:02.013305,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-10T18:02:02.157115,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-10T18:02:02.157115,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-11T06:02:02.423545,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-11T06:02:02.423545,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-11T18:02:02.264682,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-11T18:02:02.264682,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-12T06:02:02.285715,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-12T06:02:02.285715,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-12T18:02:02.265887,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-12T18:02:02.265887,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-13T06:02:02.654078,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-13T06:02:02.654078,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-13T18:02:02.812722,0 - 155 švestkových knedlíků,1.50,19.08.2017 10:00,1
2017-08-13T18:02:02.812722,156 a víc švestkových knedlíků,2.40,19.08.2017 10:00,3
2017-08-14T06:02:02.488556,0 - 155 švestkových knedlíků,1.40,19.08.2017 10:00,1
2017-08-14T06:02:02.488556,156 a víc švestkových knedlíků,2.60,19.08.2017 10:00,3
2017-08-14T18:02:02.420470,0 - 155 švestkových knedlíků,1.40,19.08.2017 10:00,1
2017-08-14T18:02:02.420470,156 a víc švestkových knedlíků,2.60,19.08.2017 10:00,3
2017-08-15T06:02:02.280950,0 - 155 švestkových knedlíků,1.40,19.08.2017 10:00,1
2017-08-15T06:02:02.280950,156 a víc švestkových knedlíků,2.60,19.08.2017 10:00,3
2017-08-15T18:02:02.799794,0 - 155 švestkových knedlíků,1.40,19.08.2017 10:00,1
2017-08-15T18:02:02.799794,156 a víc švestkových knedlíků,2.60,19.08.2017 10:00,3
2017-08-16T06:02:06.617413,0 - 155 švestkových knedlíků,1.40,19.08.2017 10:00,1
2017-08-16T06:02:06.617413,156 a víc švestkových knedlíků,2.60,19.08.2017 10:00,3
2017-08-16T18:02:03.180730,0 - 155 švestkových knedlíků,1.20,19.08.2017 10:00,1
2017-08-16T18:02:03.180730,156 a víc švestkových knedlíků,4.00,19.08.2017 10:00,3
2017-08-17T06:02:02.880121,0 - 155 švestkových knedlíků,1.20,19.08.2017 10:00,1
2017-08-17T06:02:02.880121,156 a víc švestkových knedlíků,4.00,19.08.2017 10:00,3
2017-08-17T18:02:02.792119,0 - 155 švestkových knedlíků,1.20,19.08.2017 10:00,1
2017-08-17T18:02:02.792119,156 a víc švestkových knedlíků,4.00,19.08.2017 10:00,3
2017-08-18T06:02:02.542609,0 - 155 švestkových knedlíků,1.20,19.08.2017 10:00,1
2017-08-18T06:02:02.542609,156 a víc švestkových knedlíků,4.00,19.08.2017 10:00,3
