date,id,name,event_name,selection_id,odd
2026-08-27,2697814888,50.01 a více,Počet hlasů v procentech pro možnost „ANO“ v referendu o obnovení jednání o vstupu Islandu do EU 29.8.2026,25-GENERAL_QUESTION_TOTAL-a,1.7
2026-08-27,2697814889,Méně než 50.01,Počet hlasů v procentech pro možnost „ANO“ v referendu o obnovení jednání o vstupu Islandu do EU 29.8.2026,25-GENERAL_QUESTION_TOTAL-a,2.01
