date,id,name,event_name,selection_id,odd
2026-02-28,2513483674,Tajný agent,Vítěz,25-WINNER_NWAY-a,2.75
2026-02-28,2513483673,Drobná nehoda,Vítěz,25-WINNER_NWAY-a,17.0
2026-02-28,2513483672,Sirat,Vítěz,25-WINNER_NWAY-a,50.0
2026-02-28,2513483671,Hlas Hind Radžab,Vítěz,25-WINNER_NWAY-a,30.0
2026-02-28,2513483670,Citová hodnota,Vítěz,25-WINNER_NWAY-a,1.35
2026-02-27,2513483671,Hlas Hind Radžab,Vítěz,25-WINNER_NWAY-a,30.0
2026-02-27,2513483670,Citová hodnota,Vítěz,25-WINNER_NWAY-a,1.3500000000000003
2026-02-27,2513483672,Sirat,Vítěz,25-WINNER_NWAY-a,50.0
2026-02-27,2513483673,Drobná nehoda,Vítěz,25-WINNER_NWAY-a,17.0
2026-02-27,2513483674,Tajný agent,Vítěz,25-WINNER_NWAY-a,2.75
2026-02-26,2513483674,Tajný agent,Vítěz,25-WINNER_NWAY-a,2.75
2026-02-26,2513483673,Drobná nehoda,Vítěz,25-WINNER_NWAY-a,19.0
2026-02-26,2513483672,Sirat,Vítěz,25-WINNER_NWAY-a,50.0
2026-02-26,2513483671,Hlas Hind Radžab,Vítěz,25-WINNER_NWAY-a,30.0
2026-02-26,2513483670,Citová hodnota,Vítěz,25-WINNER_NWAY-a,1.3500000000000003
2026-02-25,2513483672,Sirat,Vítěz,25-WINNER_NWAY-a,50.0
2026-02-25,2513483670,Citová hodnota,Vítěz,25-WINNER_NWAY-a,1.3500000000000003
2026-02-25,2513483671,Hlas Hind Radžab,Vítěz,25-WINNER_NWAY-a,30.0
2026-02-25,2513483673,Drobná nehoda,Vítěz,25-WINNER_NWAY-a,20.0
2026-02-25,2513483674,Tajný agent,Vítěz,25-WINNER_NWAY-a,2.75
2026-02-24,2513483674,Tajný agent,Vítěz,25-WINNER_NWAY-a,2.75
2026-02-24,2513483673,Drobná nehoda,Vítěz,25-WINNER_NWAY-a,20.0
2026-02-24,2513483672,Sirat,Vítěz,25-WINNER_NWAY-a,50.0
2026-02-24,2513483671,Hlas Hind Radžab,Vítěz,25-WINNER_NWAY-a,30.0
2026-02-24,2513483670,Citová hodnota,Vítěz,25-WINNER_NWAY-a,1.3500000000000003
