date,id,name,event_name,selection_id,odd
2026-09-25,2725626996,STAROSTOVÉ a NEZÁVISLÍ,Vítěz,25-WINNER_NWAY-a,2.2
2026-09-25,2725626997,Za Lužánky,Vítěz,25-WINNER_NWAY-a,25.0
2026-09-25,2725626998,ZELENÉ BRNO,Vítěz,25-WINNER_NWAY-a,60.0
2026-09-25,2725626999,SPD a nezávislí,Vítěz,25-WINNER_NWAY-a,100.0
2026-09-25,2725627000,Motoristé sobě,Vítěz,25-WINNER_NWAY-a,100.0
2026-09-25,2725627001,ANO 2011,Vítěz,25-WINNER_NWAY-a,3.8
2026-09-25,2725627002,"ODS, TOP 09 a nezávislí",Vítěz,25-WINNER_NWAY-a,2.7
2026-09-25,2725627003,Piráti a Fakt Brno TU!,Vítěz,25-WINNER_NWAY-a,15.0
2026-09-25,2725627004,Přísaha,Vítěz,25-WINNER_NWAY-a,100.0
