date,id,name,event_name,selection_id,odd
2026-09-11,2712125743,Ne,Vítěz Linhart Zbyněk,25-POSITION_PLAYER-a,5.27
2026-09-11,2712125744,Ano,Vítěz Linhart Zbyněk,25-POSITION_PLAYER-a,1.1
