date,id,name,event_name,selection_id,odd
2024-12-05,2171041803,Georgescu Calin,Vítěz,25-WINNER_NWAY-a,2.0
2024-12-05,2171041804,Lasconi Elena,Vítěz,25-WINNER_NWAY-a,1.67
2024-12-04,2171041803,Georgescu Calin,Vítěz,25-WINNER_NWAY-a,1.7850000000000001
2024-12-04,2171041804,Lasconi Elena,Vítěz,25-WINNER_NWAY-a,1.8599999999999999
2024-12-03,2171041803,Georgescu Calin,Vítěz,25-WINNER_NWAY-a,1.9
2024-12-03,2171041804,Lasconi Elena,Vítěz,25-WINNER_NWAY-a,1.75
