date,id,name,event_name,selection_id,odd
2026-05-21,2612488031,Ano,Douděra David nastoupí za Slavii Praha do 30.9.2026 v alespoň jednom utkání Chance Ligy,25-GENERAL_QUESTION_YES_NO-a,1.5
2026-05-21,2612488032,Ne,Douděra David nastoupí za Slavii Praha do 30.9.2026 v alespoň jednom utkání Chance Ligy,25-GENERAL_QUESTION_YES_NO-a,2.38
2026-05-21,2612488033,Ne,Chorý Tomáš nastoupí za Slavii Praha do 30.9.2026 v alespoň jednom utkání Chance Ligy,25-GENERAL_QUESTION_YES_NO-a,3.71
2026-05-21,2612488034,Ano,Chorý Tomáš nastoupí za Slavii Praha do 30.9.2026 v alespoň jednom utkání Chance Ligy,25-GENERAL_QUESTION_YES_NO-a,1.225
2026-05-20,2612488031,Ano,Douděra David nastoupí za Slavii Praha do 30.9.2026 v alespoň jednom utkání Chance Ligy,25-GENERAL_QUESTION_YES_NO-a,1.6
2026-05-20,2612488032,Ne,Douděra David nastoupí za Slavii Praha do 30.9.2026 v alespoň jednom utkání Chance Ligy,25-GENERAL_QUESTION_YES_NO-a,2.16
2026-05-20,2612488033,Ne,Chorý Tomáš nastoupí za Slavii Praha do 30.9.2026 v alespoň jednom utkání Chance Ligy,25-GENERAL_QUESTION_YES_NO-a,3.94
2026-05-20,2612488034,Ano,Chorý Tomáš nastoupí za Slavii Praha do 30.9.2026 v alespoň jednom utkání Chance Ligy,25-GENERAL_QUESTION_YES_NO-a,1.2
