date,id,name,event_name,selection_id,odd
2025-12-16,2476282466,Ne,Miroslav Koubek bude 26.3.2026 trenérem fotbalové reprezentace mužů Česko A,25-GENERAL_QUESTION_YES_NO-a,3.813333333333333
2025-12-16,2476282467,Ano,Miroslav Koubek bude 26.3.2026 trenérem fotbalové reprezentace mužů Česko A,25-GENERAL_QUESTION_YES_NO-a,1.2166666666666666
2025-12-15,2476282466,Ne,Miroslav Koubek bude 26.3.2026 trenérem fotbalové reprezentace mužů Česko A,25-GENERAL_QUESTION_YES_NO-a,2.425
2025-12-15,2476282467,Ano,Miroslav Koubek bude 26.3.2026 trenérem fotbalové reprezentace mužů Česko A,25-GENERAL_QUESTION_YES_NO-a,1.65
