date,id,name,event_name,selection_id,odd
2024-11-28,2168159098,Dancingerová Marta,Vítěz,25-WINNER_NWAY-a,15.0
2024-11-28,2168159099,Vondráčková Lucie,Vítěz,25-WINNER_NWAY-a,4.15
2024-11-28,2168159100,Hartl Patrik,Vítěz,25-WINNER_NWAY-a,2.7
2024-11-28,2168159201,Ptáčková Martina,Vítěz,25-WINNER_NWAY-a,1.475
2024-11-28,2168159202,Hes Oskar,Vítěz,25-WINNER_NWAY-a,20.0
