date,id,name,event_name,selection_id,odd
2026-05-30,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-30,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-29,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-29,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-28,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-28,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-27,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-27,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-26,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-26,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-25,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-25,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-24,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-24,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-23,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-23,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-22,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-22,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-21,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-21,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-20,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-20,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-19,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-19,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-18,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-18,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-17,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-17,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-16,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-16,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-15,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-15,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-14,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-14,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-13,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-13,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-12,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-12,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-11,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-11,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-10,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-10,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-09,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-09,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-08,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-08,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-07,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-07,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-06,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-06,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-05,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-05,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-04,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,15.0
2026-05-04,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-03,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,13.0
2026-05-03,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-02,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,12.0
2026-05-02,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-05-01,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,12.0
2026-05-01,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-04-30,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,11.666666666666666
2026-04-30,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-04-29,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
2026-04-29,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,11.0
2026-04-28,2591808390,50.01% a více,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,11.0
2026-04-28,2591808389,Méně než 50.01%,Volební účast v procentech,25-TOTAL_ELECTION_PARTICIPATION-a,1.0
