,box_id,box_name,event_name,match_close,match_id,match_title,race_id,race_name,sport_title
128,b1045627623,"Macron Emmanuel, 56.95%",Počet hlasů v procentech ve 2. kole,2022-04-24T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316624,Francouzské prezidentské volby 2022 - celkově,Politika
129,b1045627624,"Macron Emmanuel, 66.11%",Počet hlasů v procentech ve 2. kole,2022-04-24T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316624,Francouzské prezidentské volby 2022 - celkově,Politika
130,b1045950537,,Volební účast v procentech ve 2. kole,2022-04-24T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316624,Francouzské prezidentské volby 2022 - celkově,Politika
131,b1045950538,,Volební účast v procentech ve 2. kole,2022-04-24T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316624,Francouzské prezidentské volby 2022 - celkově,Politika
132,b1045950539,"Le Pen Marine, 55.01%",Počet hlasů v procentech ve 2. kole,2022-04-24T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316624,Francouzské prezidentské volby 2022 - celkově,Politika
133,b1045950540,"Le Pen Marine, 60.01%",Počet hlasů v procentech ve 2. kole,2022-04-24T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316624,Francouzské prezidentské volby 2022 - celkově,Politika
134,b1045950541,"Macron Emmanuel, 55.01%",Počet hlasů v procentech ve 2. kole,2022-04-24T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316624,Francouzské prezidentské volby 2022 - celkově,Politika
135,b1045950542,"Macron Emmanuel, 60.01%",Počet hlasů v procentech ve 2. kole,2022-04-24T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316624,Francouzské prezidentské volby 2022 - celkově,Politika
136,b1046032749,,Nejvíce mandátů získá,2022-04-24T07:00:00.000+02:00,95449,Slovinské parlamentní volby 2022,4396379,Slovinské parlamentní volby 2022,Politika
137,b1046957284,,Cena 1 barel ropa Brent v USD dne 31.5.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-05-03T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
138,b1046957285,,Cena 1 oz zlata v USD dne 31.5.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-05-03T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
139,b1046957286,,Kurz 1 Bitcoin v USD dne 31.5.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-05-03T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
140,b1046957287,,Kurz devizového trhu 1 EUR podle ČNB pro den 31.5.2022,2022-05-03T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
141,b1047186323,,Nejvíce mandátů získá,2022-09-11T08:00:00.000+02:00,95451,Švédské parlamentní volby 2022,4396384,Švédské parlamentní volby 2022,Politika
142,b1047451029,,Maximální denní teplota ve stupních C podle chmi.cz bude 1.6.2022 8:00 – 2.6.2022 8:00 SELČ na met. stanici Praha-Ruzyně,2022-05-15T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337194,Maximální denní teplota ve stupních C,Společenské sázky
143,b1047623715,Polsko,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
144,b1047623716,Švédsko,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
145,b1047623717,Finsko,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
146,b1047623718,Austrálie,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
147,b1047623719,Estonsko,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
148,b1047623720,Belgie,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
149,b1047623721,Srbsko,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
150,b1047623722,Kypr,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
151,b1047623723,Ázerbajdžán,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
152,b1047623724,Malta,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
153,b1047623725,Rumunsko,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
154,b1047623726,San Marino,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
155,b1047623727,Gruzie,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
156,b1047623728,Černá Hora,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
157,b1047623729,Izrael,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
158,b1047623730,S.Makedonie,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
159,b1047623731,Irsko,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
160,b1047687502,Ukrajina,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
161,b1047687505,Řecko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
162,b1047687503,Nizozemsko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
163,b1047687504,Norsko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
164,b1047687506,Arménie,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
165,b1047687507,Albánie,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
166,b1047687508,Portugalsko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
167,b1047687509,Moldávie,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
168,b1047687510,Švýcarsko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
169,b1047687511,Rakousko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
170,b1047687512,Lotyšsko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
171,b1047687513,Litva,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
172,b1047687514,Chorvatsko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
173,b1047687515,Island,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
174,b1047687516,Dánsko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
175,b1047687517,Bulharsko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
176,b1047687518,Slovinsko,Umístění do 10. místa Ano/Ne,2022-05-10T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394906,Eurovision Song Contest 2022 - Semifinále 1,Zábava
177,b1047816421,,Cena 1 barel ropa Brent v USD dne 7.6.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-05-10T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
178,b1047816422,,Cena 1 oz zlata v USD dne 7.6.2022 v 15:02 SEČ (vyhodnocení podle kurzy.cz),2022-05-10T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
