date,Nejvíc hlasů získá Ano/Ne - CSU: Ano,Nejvíc hlasů získá Ano/Ne - CSU: Ne,Umístění do 2. místa podle počtu hlasů - : AfD,Umístění do 2. místa podle počtu hlasů - : Die Linke,Umístění do 2. místa podle počtu hlasů - : FDP,Umístění do 2. místa podle počtu hlasů - : FW,Umístění do 2. místa podle počtu hlasů - : Grüne,Umístění do 2. místa podle počtu hlasů - : SPD,Umístění do 3. místa podle počtu hlasů - : AfD,Umístění do 3. místa podle počtu hlasů - : Die Linke,Umístění do 3. místa podle počtu hlasů - : FDP,Umístění do 3. místa podle počtu hlasů - : FW,Umístění do 3. místa podle počtu hlasů - : Grüne,Umístění do 3. místa podle počtu hlasů - : SPD
2023-10-04,1.0,1000.0,2.4537037037037033,3000.0,1500.0,2.3907407407407413,2.2314814814814814,20.0,1.3077777777777777,1600.0,800.0,1.2700000000000002,1.2370370370370372,9.0
2023-10-05,1.0,1000.0,2.560638297872341,3000.0,1500.0,2.263829787234043,2.1776595744680844,21.06382978723404,1.3482978723404258,1600.0,800.0,1.2297872340425533,1.1968085106382982,9.319148936170214
2023-10-06,1.0,1000.0,2.65,3000.0,1500.0,2.15,2.1,30.0,1.35,1600.0,800.0,1.18,1.17,12.0
