date,Arsenal,Bayern,Chelsea,FC Barcelona,Liverpool,Manchester C.,Manchester Utd.,Newcastle,Paris SG,Real Madrid,Santos,Tým z MLS,Tým ze Saúdské Arábie
2023-08-10,50.0,25.0,6.0,4.0,50.0,25.0,15.0,20.0,2.5,50.0,40.0,5.0,4.0
