date,Adamczyk Marek,Adamczyková Eva,Chýlková Ivana,Hradilek Vavřinec,Krajčo Richard,Kubelková Iva,Maršálek Josef,Mašková Tereza Anna,Pavlovičová Darija,Prachař David
2023-10-19,20.0,50.0,8.0,12.0,50.0,12.0,3.0100000000000002,12.0,2.9899999999999998,2.8
2023-10-20,20.0,50.0,8.0,12.0,50.0,12.0,3.1,12.0,2.9,2.8000000000000003
2023-10-21,20.0,50.0,8.0,12.0,50.0,12.0,3.0999999999999996,12.0,2.9000000000000004,2.8
