date,Nejvíc hlasů získá Ano/Ne - CDU: Ano,Nejvíc hlasů získá Ano/Ne - CDU: Ne,Umístění do 2. místa podle počtu hlasů - : AfD,Umístění do 2. místa podle počtu hlasů - : Die Linke,Umístění do 2. místa podle počtu hlasů - : FDP,Umístění do 2. místa podle počtu hlasů - : FW,Umístění do 2. místa podle počtu hlasů - : Grüne,Umístění do 2. místa podle počtu hlasů - : SPD,Umístění do 3. místa podle počtu hlasů - : AfD,Umístění do 3. místa podle počtu hlasů - : Die Linke,Umístění do 3. místa podle počtu hlasů - : FDP,Umístění do 3. místa podle počtu hlasů - : FW,Umístění do 3. místa podle počtu hlasů - : Grüne,Umístění do 3. místa podle počtu hlasů - : SPD
2023-10-04,1.0,900.0,2.3500000000000005,5000.0,4000.0,5000.0,2.3,2.25,1.27,2600.0,2200.0,2600.0,1.25,1.23
2023-10-05,1.0,783.3333333333334,2.35,5000.0,4000.0,5000.0,2.261111111111111,2.2111111111111117,1.2544444444444443,2600.0,2200.0,2600.0,1.2266666666666666,1.2066666666666666
