date,Alianca Democratica,Bloco de Esquerda,Chega,Coligacao Democratica Unitaria,Iniciativa Liberal,LIVRE,Partido Socialista,Pessoas-Animais-Natureza
2024-03-06,1.05,200.0,30.0,250.0,200.0,300.0,7.0,500.0
2024-03-07,1.0366666666666668,233.33333333333334,36.666666666666664,283.3333333333333,233.33333333333334,366.6666666666667,8.333333333333334,566.6666666666666
2024-03-08,1.0233333333333332,283.3333333333333,46.666666666666664,366.6666666666667,283.3333333333333,466.6666666666667,9.666666666666666,700.0
2024-03-09,1.02,300.0,50.0,400.0,300.0,500.0,10.333333333333334,750.0
